Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Issuing Agency,Violation Location,Violation Precinct,Issuer Precinct,Violation Time,Date First Observed,Law Section,Sub Division,Vehicle Year,Feet From Curb
HJE4049,NY,PAS,09/15/2016,71,T,100.0,100,100,0322P,0,408,j6,2016,0
AYW3893,NY,PAS,10/11/2016,21,T,50.0,50,50,0810A,0,408,d1,2004,0
HMC4735,NY,PAS,02/06/2017,21,T,102.0,102,102,0940A,0,408,d1,2017,0
GGS5696,NY,PAS,10/31/2016,20,T,84.0,84,84,0106P,0,408,d,2003,0
ENLI07,NY,SRF,03/02/2017,38,T,61.0,61,61,0910A,0,408,h1,2016,0
GTS3664,NY,PAS,10/13/2016,38,T,108.0,108,108,0231P,0,408,h1,2015,0
58745MJ,NY,COM,06/07/2017,69,T,13.0,13,13,0845A,0,408,h1,2016,0
62322MG,NY,COM,02/01/2017,16,T,1.0,1,1,0323P,20170201,408,k2,2015,0
HHL2903,NY,PAS,02/16/2017,21,T,78.0,78,78,0940A,0,408,d1,2016,0
HHG8336,NY,PAS,11/01/2016,37,T,112.0,112,112,0431P,0,408,h1,1993,0
3BM6430,MD,PAS,03/27/2017,38,T,115.0,115,115,0931A,0,408,h1,0,0
DPK6399,NY,PAS,11/02/2016,37,T,13.0,13,13,0208P,0,408,h1,2010,0
48639MA,NY,COM,03/24/2017,37,T,20.0,20,20,0235P,20170324,408,h1,2013,0
XBYG43,NJ,PAS,04/27/2017,69,T,1.0,1,1,1049A,0,408,h1,0,0
GKB7086,NY,PAS,10/27/2016,51,P,79.0,79,79,1141A,0,408,K2,2014,0
HZN1021,PA,PAS,09/11/2016,46,P,40.0,40,40,0445P,0,408,C3,0,0
DRE6481,NY,PAS,10/13/2016,46,P,48.0,48,48,1107A,0,408,E2,0,0
CLD5982,NY,PAS,09/09/2016,19,T,104.0,104,104,0323P,0,408,c3,2014,0
548KFN,OK,PAS,09/18/2016,19,T,26.0,26,26,0112P,0,408,c3,0,0
63908MA,NY,COM,10/18/2016,38,T,5.0,5,5,0141P,0,408,h1,2016,0
CJS4778,NY,PAS,08/31/2016,70,T,112.0,112,112,0524P,0,408,j3,2008,0
AR652A,NJ,PAS,08/22/2016,14,T,18.0,18,18,1057A,0,408,c,0,0
BC43502,NY,TRL,11/04/2016,66,S,41.0,41,0,0906A,0,408,K5,0,0
GRP2322,NY,PAS,08/03/2016,71,T,105.0,105,105,0201P,0,408,j6,2014,0
93843,MA,IRP,12/01/2016,1,P,5.0,5,406,0443P,0,408,F1,0,0
S38HCH,NJ,PAS,06/02/2017,21,T,90.0,90,90,0110P,0,408,d1,0,0
FSY7636,NY,PAS,10/10/2016,37,T,52.0,52,52,1256P,0,408,h1,2012,0
T671428C,NY,OMT,08/15/2016,40,T,114.0,114,114,0700A,0,408,e2,2015,4
XDNM70,NJ,PAS,03/28/2017,53,T,19.0,19,19,0314P,0,408,f6,0,0
GNNB90,FL,PAS,05/10/2017,14,T,34.0,34,34,0912P,0,408,c,0,0
AH11315,AZ,PAS,09/01/2016,78,P,26.0,26,26,0424A,0,408,K6,0,0
GZY9548,NY,PAS,11/29/2016,14,T,62.0,62,62,1029A,0,408,c,2005,0
12669TT,NY,TOW,04/06/2017,46,P,18.0,18,420,0940A,0,408,I3,2017,0
GWC2327,NY,PAS,01/16/2017,70,T,70.0,70,70,0224P,0,408,j3,2015,0
W65EKG,NJ,PAS,12/28/2016,31,T,14.0,14,14,0336P,0,408,l3,0,0
36998BB,NY,OMR,08/17/2016,78,P,122.0,122,122,1040P,0,408,M5,2002,0
AF37508,PA,PAS,10/25/2016,47,T,13.0,13,13,0842A,0,408,l2,0,0
L27GPT,NJ,PAS,05/02/2017,21,T,24.0,24,24,0902A,0,408,d1,0,0
HHY2614,NY,999,01/30/2017,19,T,61.0,61,61,1211P,0,408,c3,2007,0
KGD6811,PA,PAS,06/27/2017,38,T,70.0,70,70,0229P,0,408,h1,0,0
VNL5332,VA,PAS,07/24/2016,20,T,78.0,78,78,0116P,0,408,d,0,0
GBP3265,NY,PAS,01/13/2017,38,T,71.0,71,71,0221P,0,408,h1,2015,0
86188JZ,NY,PAS,10/10/2016,40,P,78.0,78,78,0926A,0,408,F1,2008,0
62194MJ,NY,COM,11/22/2016,37,T,33.0,33,33,0245P,0,408,h1,1999,0
GWE3577,NY,PAS,09/30/2016,46,P,19.0,19,19,0649A,0,408,F1,2014,0
XDMD26,NJ,PAS,01/11/2017,40,T,34.0,34,34,1200P,0,408,e2,0,0
90130MC,NY,COM,11/29/2016,20,T,5.0,5,5,0846A,20161129,408,d,2013,0
T644445C,NY,OMT,12/06/2016,21,T,108.0,108,108,1109A,0,408,d1,2013,0
5Y26H,NY,OMT,03/26/2017,50,P,14.0,14,14,0825A,0,408,F1,2014,0
85830JB,NY,COM,03/09/2017,69,T,9.0,9,9,1026A,0,408,h1,0,0
GRBQ05,FL,PAS,04/21/2017,46,T,70.0,70,70,1100A,0,408,f1,0,0
EUT3930,NY,PAS,01/18/2017,38,T,71.0,71,71,0609P,0,408,h1,2014,0
HMZ1513,NY,PAS,02/20/2017,68,T,94.0,94,94,1011A,0,408,a1,2004,0
14567MH,NY,COM,01/10/2017,53,T,5.0,5,5,1208P,0,408,f6,2015,0
HJN5419,NY,PAS,01/17/2017,24,T,71.0,71,71,0720A,0,408,d5,2010,0
DAZ4147,NY,PAS,09/16/2016,14,T,113.0,113,113,0238P,0,408,c,2002,0
5TP813,MA,PAS,02/03/2017,67,P,104.0,104,104,0415A,0,408,K6,0,0
GSL3489,NY,PAS,01/11/2017,21,S,114.0,114,0,1143A,0,408,D1,2014,0
HBE7643,NY,PAS,02/27/2017,14,T,40.0,40,40,0223P,0,408,c,2003,0
55028MB,NY,COM,11/14/2016,48,T,34.0,34,34,1146A,0,408,e9,2011,0
GLL0887,PA,PAS,07/26/2016,46,T,106.0,106,106,0244P,0,408,f1,0,0
AT109K,NJ,PAS,08/23/2016,98,P,72.0,72,72,1046P,0,408,F1,0,0
GWC4954,NY,PAS,05/11/2017,46,T,78.0,78,78,1214P,0,408,f1,2015,0
GBM6864,NY,PAS,08/13/2016,74,T,62.0,62,62,0950A,0,408,j2,2013,0
HPJ3915,NY,PAS,06/08/2017,21,T,48.0,48,48,0939A,0,408,d1,1994,0
JWX3182,PA,PAS,04/12/2017,38,T,62.0,62,62,1247P,0,408,h1,0,0
GTJ3001,NY,PAS,09/08/2016,17,T,1.0,1,1,0224P,0,408,c4,2003,0
GCX4362,NY,PAS,02/11/2017,37,T,109.0,109,109,0144P,0,408,h1,2016,0
GZJ9098,NY,PAS,12/18/2016,71,T,34.0,34,34,1026A,0,408,j6,2016,0
HBE8967,NY,PAS,04/27/2017,21,P,18.0,18,18,0159A,0,408,F1,2004,0
T610741C,NY,OMT,09/09/2016,21,T,63.0,63,63,1126A,0,408,d1,2007,0
HAL5048,NY,PAS,03/01/2017,71,T,103.0,103,103,0345P,0,408,j6,2011,0
570GHF,NJ,PAS,11/29/2016,14,S,42.0,42,0,0805A,0,408,J2,0,0
HMF1513,NY,PAS,01/27/2017,46,T,61.0,61,61,1006A,0,408,f1,2005,0
FXD9607,NY,PAS,09/08/2016,38,T,114.0,114,114,0154P,0,408,h1,2006,0
520GCR,OR,PAS,01/14/2017,37,T,9.0,9,9,0257P,0,408,h1,0,0
GVQ5193,OH,PAS,01/05/2017,21,T,83.0,83,83,1247P,0,408,d1,0,0
HHC3433,NY,PAS,11/07/2016,24,T,40.0,40,40,1212P,0,408,d5,2004,0
HGV8156,NY,PAS,06/07/2017,71,T,70.0,70,70,0103P,0,408,j6,2016,0
GUM9173,NY,PAS,06/17/2017,71,T,100.0,100,100,0316P,0,408,j6,2014,0
GFW3563,NY,PAS,08/25/2016,21,T,110.0,110,110,0942A,0,408,d1,2009,0
HHH6450,NY,PAS,01/12/2017,21,T,75.0,75,75,0847A,0,408,d1,1996,0
HKH6573,NY,PAS,03/30/2017,46,T,48.0,48,48,0312P,0,408,f1,2003,0
EBP6726,NC,PAS,01/30/2017,38,X,19.0,19,977,0155P,0,408,D,0,0
HFT1137,NY,PAS,06/27/2017,38,T,78.0,78,78,1041A,0,408,h1,2016,0
CPG1832,NY,PAS,01/20/2017,37,T,61.0,61,61,1050A,0,408,h1,2004,0
DLM5431,NY,PAS,11/25/2016,71,T,70.0,70,70,1116A,0,408,j6,2002,0
AG79914,CT,PAS,06/06/2017,40,T,23.0,23,23,0914A,0,408,e2,0,0
XAN230,NJ,PAS,02/28/2017,69,T,14.0,14,14,0255P,0,408,h1,0,0
GWT2414,NY,PAS,03/23/2017,70,T,120.0,120,120,0755A,0,408,j3,2015,0
GZJ6847,NY,PAS,11/23/2016,14,P,9.0,9,9,1250A,0,408,E3,2015,0
64695JW,NY,COM,06/07/2017,20,T,24.0,24,24,0255P,0,408,d,2006,0
81567MH,NY,COM,07/30/2016,46,T,33.0,33,33,0908A,0,408,F1,2012,0
62550JM,NY,COM,02/03/2017,51,T,84.0,84,84,0316P,0,408,e3,1997,0
GAV7038,NY,PAS,03/16/2017,14,T,66.0,66,66,1146A,0,408,c,2012,0
DLJ5522,NY,PAS,12/02/2016,21,T,94.0,94,94,0943A,0,408,d1,2005,0
74532ME,NY,COM,06/26/2017,40,T,109.0,109,109,0345P,0,408,e2,2008,0
T715086C,NY,OMT,12/07/2016,14,T,109.0,109,109,0356P,0,408,c,0,0
25245MG,NY,COM,03/24/2017,42,T,17.0,17,17,0240P,0,408,h1,2014,0
GYM5230,NY,PAS,06/10/2017,70,T,123.0,123,123,0853A,0,408,j3,2015,0
HLE2560,NY,OMS,11/01/2016,46,T,107.0,107,107,0349P,0,408,f1,2017,0
PJB8008,OH,PAS,04/29/2017,38,T,9.0,9,9,0215P,0,408,h1,0,0
77131MH,NY,COM,04/03/2017,47,T,13.0,13,13,1108A,0,408,l2,2015,0
HFY3898,NY,PAS,09/09/2016,21,T,112.0,112,112,0951A,0,408,d1,2014,0
HCZ8216,NY,PAS,06/24/2017,37,T,43.0,43,43,0223P,0,408,h1,2001,0
GPJ1978,NY,PAS,09/17/2016,38,T,109.0,109,109,0813A,0,408,h1,2014,0
8BP4847,MD,PAS,11/14/2016,21,S,77.0,77,0,1137A,0,408,D1,0,0
HGT6521,NY,PAS,09/01/2016,14,P,69.0,69,69,0935A,0,408,E5,2014,0
7AAFR1,CT,PAS,03/11/2017,38,T,20.0,20,20,0932A,0,408,h1,0,0
FPL4911,NY,PAS,03/24/2017,21,T,108.0,108,108,0736A,0,408,d1,2002,0
FYS8787,NY,PAS,09/29/2016,16,T,72.0,72,72,0514P,0,408,k2,2012,0
ATT0698,WA,PAS,11/10/2016,21,T,20.0,20,20,0946A,0,408,d1,0,0
GMK9683,NY,PAS,03/18/2017,19,T,46.0,46,46,1041A,0,408,c3,2017,0
VF15726,NY,ORG,01/13/2017,14,T,52.0,52,52,0118P,0,408,c,2014,0
HES7630,NY,PAS,04/07/2017,37,T,41.0,41,41,1150A,0,408,h1,2015,0
39730ME,NY,COM,07/26/2016,38,T,6.0,6,6,0257P,0,408,h1,2008,0
15852MC,NY,COM,05/04/2017,21,T,13.0,13,13,0958A,0,408,d1,2011,0
19622JT,NY,COM,08/29/2016,14,T,84.0,84,84,0215P,0,408,c,2005,0
GYK5218,NY,PAS,03/02/2017,21,T,115.0,115,115,1141A,0,408,d1,2005,0
EEC1999,NY,PAS,02/10/2017,38,T,90.0,90,90,1144A,0,408,h1,2016,0
GZC3401,NY,PAS,06/20/2017,14,T,62.0,62,62,0517P,0,408,c,2013,0
HDC6829,NY,PAS,11/29/2016,21,T,63.0,63,63,1224P,0,408,d1,2002,0
2431509,IN,PAS,10/14/2016,40,T,34.0,34,34,0102P,0,408,e2,0,0
ELK7235,NC,PAS,06/21/2017,20,T,70.0,70,70,0125P,0,408,d,0,0
89986,NY,COM,07/29/2016,46,P,61.0,61,961,0443P,0,408,F1,0,0
HBX7644,NY,PAS,03/23/2017,38,T,109.0,109,109,0906A,0,408,h1,2013,0
EDB5465,NY,PAS,06/05/2017,21,T,78.0,78,78,1254P,0,408,d1,2015,0
HLA6752,NY,PAS,02/28/2017,40,T,73.0,73,73,0913A,0,408,e2,2009,4
92667JU,NY,COM,03/09/2017,69,T,17.0,17,17,1030A,0,408,h1,2005,0
HKB1176,NY,PAS,10/28/2016,21,T,30.0,30,30,0823A,0,408,d1,2002,0
5HV369,MA,PAS,12/01/2016,21,S,67.0,67,0,1145A,0,408,D1,0,0
GZZ6101,NY,PAS,06/22/2017,70,T,28.0,28,28,0536P,0,408,j3,2015,0
GWR3050,NY,PAS,03/13/2017,70,T,67.0,67,67,0142P,0,408,j3,2013,0
Y372YR,NY,PAS,02/26/2017,20,T,103.0,103,103,1139A,0,408,d,2011,0
HJD3455,NY,OMS,03/20/2017,21,S,67.0,67,0,0330A,0,408,E3,2016,0
T496913C,NY,OMT,02/27/2017,20,P,44.0,44,44,0215P,0,408,D,2012,0
HBZ7887,NY,PAS,01/26/2017,21,T,114.0,114,114,0739A,0,408,d1,2001,0
GDR3369,NY,PAS,12/18/2016,20,T,61.0,61,61,0157P,0,408,d,2013,0
T701639C,NY,OMT,04/17/2017,71,T,18.0,18,18,0123P,0,408,j6,2015,0
GRN8226,NY,PAS,03/27/2017,37,T,47.0,47,47,1105A,0,408,h1,2014,0
GRE3141,NY,PAS,07/05/2016,70,T,43.0,43,43,1021A,0,408,j3,2014,0
DRROBNSN,NY,PAS,05/26/2017,27,P,101.0,101,101,0554P,0,408,C,2016,0
GGL9686,NY,PAS,03/11/2017,14,T,18.0,18,18,0154P,0,408,c,2016,0
GWG7920,NY,PAS,12/10/2016,20,T,103.0,103,103,0522P,0,408,d,2004,0
HGZ9663,NY,PAS,12/22/2016,68,T,79.0,79,79,0712A,0,408,a1,2014,0
HBN4749,NY,PAS,12/09/2016,71,T,34.0,34,34,1200P,0,408,j6,2011,0
24489MH,NY,COM,04/14/2017,53,T,13.0,13,13,0953A,0,408,f6,1993,0
GAR3643,NY,PAS,10/19/2016,40,T,83.0,83,83,0323A,0,408,e2,2004,5
XCSJ61,NJ,PAS,07/07/2016,69,T,14.0,14,14,0545P,0,408,h1,0,0
EPZ8809,NY,PAS,09/15/2016,21,T,102.0,102,102,0737A,0,408,d1,0,0
HDZ9770,NY,PAS,08/18/2016,40,T,6.0,6,6,0918P,0,408,e2,2016,4
EZ5139,NC,PAS,03/02/2017,14,T,18.0,18,18,0118P,0,408,c,0,0
6HWB107,CA,PAS,01/17/2017,20,T,7.0,7,7,0709A,0,408,d,0,0
GJS6324,NY,PAS,11/18/2016,21,T,52.0,52,52,1138A,0,408,d1,2009,0
FXM9491,NY,PAS,08/01/2016,38,T,70.0,70,70,1211P,0,408,h1,2015,0
HLD2432,NY,PAS,03/22/2017,71,T,83.0,83,83,1253P,0,408,j6,2002,0
DRC4590,NY,PAS,03/21/2017,21,T,70.0,70,70,0905A,0,408,d1,0,0
55004MB,NY,COM,03/13/2017,46,T,23.0,23,23,0500P,0,408,F1,2012,0
BEE9129,NY,PAS,11/04/2016,21,T,110.0,110,110,1136A,0,408,d1,2015,0
2119792,IN,PAS,03/22/2017,19,T,13.0,13,13,0803A,0,408,c3,0,0
GYV4781,NY,PAS,03/16/2017,14,T,112.0,112,112,0619A,0,408,c,2015,0
HLX9481,NY,PAS,02/11/2017,38,T,77.0,77,77,1012A,0,408,h1,2004,0
70752MH,NY,COM,11/16/2016,38,T,72.0,72,72,0308P,0,408,h1,2016,0
42934JM,NY,COM,04/18/2017,38,T,84.0,84,84,0534P,0,408,h1,1996,0
HKN9685,NY,PAS,12/28/2016,38,T,78.0,78,78,1007A,0,408,h1,2016,0
DBB4827,NY,PAS,12/15/2016,21,T,109.0,109,109,1106A,0,408,d1,2002,0
62322MG,NY,COM,04/08/2017,38,T,18.0,18,18,0920A,0,408,h1,2015,0
CAMLEON,VA,PAS,09/19/2016,20,T,79.0,79,79,0832A,0,408,d,0,0
GVB3496,NY,PAS,09/23/2016,68,T,77.0,77,77,0345P,0,408,a1,2011,0
AXV2241,NY,PAS,09/25/2016,51,P,72.0,72,72,1250P,0,408,F2,2011,0
HKV5886,NY,PAS,11/19/2016,14,T,68.0,68,68,0622A,0,408,c,2016,0
HNR4296,NY,PAS,03/07/2017,40,T,47.0,47,47,1117A,0,408,e2,2016,3
8120CX,CT,COM,08/30/2016,69,T,14.0,14,14,0319P,0,408,h1,0,0
069XFI,CO,PAS,12/09/2016,21,S,73.0,73,0,0843A,0,408,D1,0,0
GBU4272,NY,PAS,10/14/2016,70,T,48.0,48,48,0517P,0,408,j3,2016,0
93504MB,NY,COM,07/07/2016,19,T,120.0,120,120,0354P,0,408,c3,2011,0
EXC8112,NY,PAS,09/04/2016,71,T,24.0,24,24,1022A,0,408,j6,2004,0
7455477,PA,PAS,03/02/2017,21,P,115.0,115,420,0852A,0,408,F1,0,0
ENJ8319,NY,PAS,12/07/2016,19,T,107.0,107,107,0340P,0,408,c3,2006,0
C082618,CT,COM,10/28/2016,37,T,28.0,28,28,0413P,20161028,408,h1,0,0
HJF6908,NY,OMS,10/14/2016,40,T,28.0,28,28,0839A,0,408,e2,2017,5
GCH8602,NY,PAS,05/11/2017,13,T,17.0,17,17,0234P,0,408,c2,2013,0
XBYW15,NJ,PAS,04/05/2017,14,T,1.0,1,1,1118A,0,408,c,0,0
VPM195,NY,PAS,07/07/2016,38,T,20.0,20,20,0247P,0,408,h1,2003,0
71340ME,NY,COM,05/02/2017,46,T,19.0,19,19,1256P,0,408,F1,2001,0
HFT6086,NY,PAS,10/20/2016,17,T,19.0,19,19,0336P,0,408,c4,2016,0
615UXV,MN,PAS,12/20/2016,20,T,44.0,44,44,1058A,0,408,d,0,0
ALUCIANO,NY,SRF,08/20/2016,74,T,78.0,78,78,0142P,0,408,j2,2011,0
BDE2007,NY,PAS,05/10/2017,20,T,63.0,63,63,1249P,0,408,d,1998,0
LJH409,SC,PAS,04/20/2017,21,T,20.0,20,20,1112A,0,408,d1,0,0
HEH6335,NY,PAS,12/16/2016,38,T,112.0,112,112,1005A,0,408,h1,2013,0
19512JT,NY,COM,05/23/2017,48,T,77.0,77,77,0101P,0,408,e9,2005,0
XX940B,NJ,PAS,05/16/2017,14,T,14.0,14,14,1039A,0,408,c,0,0
GUG6905,NY,PAS,08/29/2016,38,T,103.0,103,103,0909A,0,408,h1,2014,0
HMV5265,NY,PAS,12/13/2016,21,T,114.0,114,114,0841A,0,408,d1,2017,0
M225446,NJ,PAS,03/26/2017,40,T,62.0,62,62,0921A,0,408,e2,0,4
HDZ2744,NY,PAS,08/23/2016,21,T,61.0,61,61,0859A,0,408,d1,2016,0
HJL7576,NY,PAS,02/19/2017,40,T,68.0,68,68,0643A,0,408,e2,2016,0
HHB5520,NY,PAS,10/10/2016,38,T,50.0,50,50,0840A,0,408,h1,2013,0
85747JX,NY,COM,09/22/2016,21,T,88.0,88,88,0844A,0,408,d1,2001,0
EHC5731,NY,PAS,04/27/2017,20,T,108.0,108,108,0949A,0,408,d,2005,0
90928MJ,NY,COM,01/05/2017,69,T,18.0,18,18,0249P,0,408,h1,2017,0
93300MB,NY,COM,09/30/2016,38,T,112.0,112,112,0901A,0,408,h1,1997,0
GTH7139,NY,PAS,02/13/2017,37,T,7.0,7,7,0259P,0,408,h1,2013,0
966365,DE,PAS,08/25/2016,37,T,120.0,120,120,0322P,20160825,408,h1,0,0
84755MG,NY,COM,09/07/2016,14,T,18.0,18,18,0219P,0,408,c,2015,0
T707890C,NY,OMT,09/25/2016,40,T,50.0,50,50,0123A,0,408,e2,2012,0
22733MB,NY,COM,09/19/2016,16,T,19.0,19,19,0830A,20160919,408,k2,2011,0
HJE7898,NY,PAS,12/06/2016,46,T,28.0,28,28,0931A,0,408,f1,2011,0
7V34H,NY,OMT,11/26/2016,20,T,40.0,40,40,0717A,0,408,d,2014,0
GPW5032,NY,PAS,09/12/2016,40,T,88.0,88,88,0634A,0,408,e2,2015,5
GTD9660,NY,PAS,09/10/2016,14,T,68.0,68,68,0100A,0,408,c,2014,0
DWJ2297,NY,PAS,09/28/2016,9,T,103.0,103,103,0359P,0,408,e1,2006,0
GRZ6329,NY,PAS,08/29/2016,20,T,70.0,70,70,0430P,0,408,d,2011,0
AA79908,CT,PAS,12/16/2016,37,T,6.0,6,6,0340P,0,408,h1,0,0
HFF4794,NY,PAS,01/17/2017,71,T,103.0,103,103,0341A,0,408,j6,2001,0
GTV3434,NY,PAS,04/28/2017,20,P,6.0,6,6,0228A,0,408,J3,0,0
88356JX,NY,COM,01/23/2017,14,T,110.0,110,110,0936A,0,408,c,2007,0
HCN2535,NY,PAS,11/10/2016,20,T,13.0,13,13,0238P,0,408,d,2016,0
GST3676,NY,PAS,11/22/2016,70,T,107.0,107,107,1258P,0,408,j3,1999,0
12203MG,NY,COM,06/19/2017,46,T,24.0,24,24,0244P,0,408,F1,2015,0
GZZ2816,NY,PAS,04/23/2017,40,T,9.0,9,9,1053A,0,408,e2,2015,0
CGW2422,NY,PAS,11/18/2016,37,T,28.0,28,28,0156P,0,408,h1,2007,0
FBB8012,NY,PAS,08/06/2016,21,S,62.0,62,0,0824A,0,408,D1,2008,0
T715932C,NY,OMT,03/03/2017,9,T,17.0,17,17,0540P,0,408,e1,2016,0
GZH7009,NY,PAS,01/05/2017,71,T,107.0,107,107,1104A,0,408,j6,2009,0
3861686,NH,PAS,11/25/2016,21,T,104.0,104,104,1122A,0,408,d1,0,0
GTL3044,NY,PAS,09/08/2016,38,T,40.0,40,40,1218P,0,408,h1,2011,0
HBN5140,NY,PAS,02/18/2017,70,T,44.0,44,44,0518A,0,408,j3,0,0
HBN3733,NY,PAS,08/26/2016,14,P,47.0,47,47,0720P,0,408,J2,2007,0
GCW1095,NY,PAS,11/02/2016,71,T,61.0,61,61,0859A,0,408,j6,2015,0
FTJ1220,NY,PAS,02/28/2017,14,T,63.0,63,63,0521P,0,408,c,0,0
HLG9533,NY,PAS,05/01/2017,21,T,113.0,113,113,0958A,0,408,d1,2016,0
GAW8570,NY,PAS,10/23/2016,70,T,18.0,18,18,1116A,0,408,j3,2015,0
BMU1638,NY,PAS,07/30/2016,21,T,24.0,24,24,0823A,0,408,d1,2015,0
88702AP,NY,COM,09/22/2016,69,T,9.0,9,9,0233P,0,408,h1,2012,0
XP415S,NJ,PAS,04/24/2017,47,T,13.0,13,13,0112P,0,408,l2,0,0
EUX2531,NY,PAS,10/19/2016,21,T,62.0,62,62,1145A,0,408,d1,2015,0
60876MC,NY,COM,05/03/2017,38,T,43.0,43,43,0218P,0,408,h1,2012,0
M81GKS,NJ,PAS,11/01/2016,46,T,34.0,34,34,1235P,0,408,f1,0,0
31585BB,NY,OMR,06/14/2017,79,T,18.0,18,18,0621P,0,408,c3,2014,0
HHC7335,NY,PAS,01/16/2017,40,T,60.0,60,60,1109P,0,408,e2,2003,5
DVF9482,NY,PAS,09/01/2016,20,T,24.0,24,24,0813P,0,408,d,2007,0
AS290U,NJ,PAS,01/06/2017,85,T,108.0,108,108,0106A,0,408,k5,0,0
FDC2104,NY,PAS,10/21/2016,20,T,111.0,111,111,0353P,0,408,d,2004,0
67695JV,NY,COM,10/01/2016,20,T,84.0,84,84,1231P,20161001,408,d,0,0
GKR8215,NY,PAS,01/23/2017,71,T,77.0,77,77,0208P,0,408,j6,1999,0
A77BNA,NJ,PAS,09/09/2016,21,T,114.0,114,114,1139A,0,408,d1,0,0
XBHV45,NJ,PAS,10/25/2016,48,P,14.0,14,406,0226P,0,408,E9,0,0
AEN3942,NY,PAS,07/11/2016,71,T,33.0,33,33,1138A,0,408,j6,2016,0
GPZ2952,NY,PAS,09/07/2016,21,T,107.0,107,107,1049A,0,408,d1,2014,0
P41181,MA,COM,01/18/2017,50,T,1.0,1,1,1249P,0,408,e5,0,0
CBF9835,NY,PAS,05/31/2017,38,T,103.0,103,103,1150A,0,408,h1,2017,0
J82FCB,NJ,PAS,05/30/2017,37,T,109.0,109,109,0347P,0,408,h1,0,0
GZJ5600,NY,PAS,08/11/2016,21,T,19.0,19,19,0933A,0,408,d1,2015,0
97027JE,NY,COM,07/21/2016,46,T,6.0,6,6,0553P,20160721,408,F1,1995,0
HES8939,NY,PAS,09/10/2016,20,T,62.0,62,62,0923A,0,408,d,2006,0
AP580Z,NJ,PAS,06/09/2017,8,T,17.0,17,17,0247P,0,408,p,0,0
HKB2445,NY,PAS,12/16/2016,71,T,32.0,32,32,0640A,0,408,j6,1999,0
28924MA,NY,COM,02/28/2017,21,T,110.0,110,110,1002A,0,408,d1,2010,0
HCN1226,NY,PAS,04/15/2017,14,T,13.0,13,13,1152A,0,408,c,2013,0
GPR3295,NY,PAS,10/27/2016,21,T,79.0,79,79,0910A,0,408,d1,2007,0
HHL5820,NY,PAS,10/29/2016,38,T,5.0,5,5,0602P,0,408,h1,2016,0
HAU2229,NY,PAS,06/09/2017,21,T,77.0,77,77,0746A,0,408,d1,2015,0
HAC1067,NY,PAS,12/07/2016,38,T,49.0,49,49,0359P,0,408,h1,2015,0
6MKC50,MA,PAS,05/10/2017,64,T,17.0,17,17,0229P,0,408,C8,0,0
C67EZW,NJ,PAS,03/27/2017,14,T,14.0,14,14,0841A,0,408,c,0,0
DYU5945,NY,PAS,04/26/2017,49,T,43.0,43,43,0334A,0,408,e6,2006,0
BAS7870,NY,PAS,05/03/2017,71,T,49.0,49,49,0156P,0,408,j6,2016,0
66816ME,NY,COM,01/11/2017,14,P,5.0,5,5,1052A,0,408,C,2009,0
K035106,TX,PAS,02/16/2017,14,T,18.0,18,18,0308P,0,408,c,0,0
A35GKH,NJ,PAS,01/10/2017,38,T,114.0,114,114,0152P,0,408,h1,0,0
HFN8384,NY,PAS,03/23/2017,20,T,17.0,17,17,0529P,0,408,d,2010,0
DPV4521,NY,PAS,01/13/2017,40,T,112.0,112,112,0450A,0,408,e2,2006,4
FBD6676,NY,PAS,06/12/2017,21,S,78.0,78,0,1010A,0,408,D1,2007,0
HJJ9718,NY,PAS,01/16/2017,16,T,1.0,1,1,0746A,0,408,k2,2016,0
EFK9061,NY,PAS,02/06/2017,31,T,17.0,17,17,0445P,0,408,l3,2008,0
HKX9119,NY,PAS,03/03/2017,20,T,109.0,109,109,0427P,0,408,d,2016,0
HFJ2248,NY,PAS,09/26/2016,38,T,50.0,50,50,0410P,0,408,h1,2004,0
50935JW,NY,COM,11/12/2016,69,T,18.0,18,18,0925A,0,408,h1,2004,0
HME8788,NY,PAS,01/03/2017,38,T,9.0,9,9,0119P,0,408,h1,2017,0
ESU8137,NY,PAS,08/14/2016,14,P,76.0,76,76,0420P,0,408,C,1998,0
HGZ4499,NY,PAS,11/12/2016,21,T,70.0,70,70,0314A,0,408,d1,2008,0
BVY3210,FL,PAS,01/26/2017,21,T,83.0,83,83,0844A,0,408,d1,0,0
32595MD,NY,COM,01/25/2017,69,T,13.0,13,13,0809A,0,408,h1,2013,0
GTC7880,NY,PAS,07/05/2016,20,T,79.0,79,79,0607P,0,408,d,2013,0
XDUR94,NJ,PAS,04/18/2017,17,T,9.0,9,9,1208P,0,408,c4,0,0
HGU6892,NY,PAS,03/04/2017,98,P,62.0,62,62,0415P,0,408,E2,2016,0
5CE2613,MD,PAS,09/15/2016,14,T,6.0,6,6,0857P,0,408,c,0,0
DVA3735,NY,PAS,11/14/2016,14,T,105.0,105,105,0538P,0,408,c,2015,0
82844MD,NY,COM,10/06/2016,85,T,47.0,47,47,0604P,0,408,k5,1995,0
GDX5559,NY,PAS,12/02/2016,38,T,114.0,114,114,0530P,0,408,h1,2016,0
806F54,MD,PAS,01/16/2017,14,T,75.0,75,75,0249P,0,408,c,0,0
HPU5585,NY,PAS,05/03/2017,71,T,88.0,88,88,0829A,0,408,j6,2011,0
